Code,Depto,Municipio,Censo Electoral,Participación/Total votación,Abstención,Ganador Circunscripción Nacional,Votos Válidos (Nacional),Alianza Verde,Cambio Radical,Centro Democrático,Partido Conservador,FARC,Partido Liberal,Opción Ciudadana,MIRA,Polo Democrático Alternativo,Partido de la U,Somos,Todos Somos Colombia,Coalición Lista de la Decencia (ASI-UP-MAIS),GSC Colombia Justa Libres,GSC Si se puede,GSC Unión con Fortaleza,Voto en Blanco (Nacional),Ganador Circunscripción Indígena,Votos Válidos Indígenas,Autoridad Tradicional Casiyouren,MAIS,AICO,Movimiento Indígena Ambiental - MIA,Movimiento Político Soberanía,ASI,Renovación Étnica de Colombia,Voto en Blanco (Indígena),Vótos Válidos (todas las circunscripciones),Votos Inválidos,Votos Nulos,Tarjetones no Marcados,%Participación,%Abstención,%Votos Válidos (Nacional),%Alianza Verde,%Cambio Radical,%Centro Democrático,%Partido Conservador,%FARC,%Partido Liberal,%Opción Ciudadana,%MIRA,%Polo Democrático Alternativo,%Partido de la U,%Somos,%Todos Somos Colombia,%Coalición Lista de la Decencia (ASI-UP-MAIS),%GSC Colombia Justa Libres,%GSC Si se puede,%GSC Unión con Fortaleza,%Voto en Blanco (Nacional),%Válidos Indígenas,%Autoridad Tradicional Casiyouren,%MAIS,%AICO,%Movimiento Indígena Ambiental - MIA,%Movimiento Político Soberanía,%ASI,%Renovación Étnica de Colombia,%Voto en Blanco (Indígena),%Vótos Válidos (todas las circunscripciones),%Votos Inválidos,%Votos Nulos,%Tarjetones no Marcados
5264,Antioquia,Entrerríos,8409,3258,5151,Centro Democrático,2824,129,54,965,460,2,569,11,7,116,305,18,5,13,4,2,1,163,Voto en Blanco ,81,0,0,2,0,0,0,0,79,2905,353,183,170,38.7%,61.3%,86.7%,4.6%,1.9%,34.2%,16.3%,0.1%,20.1%,0.4%,0.2%,4.1%,10.8%,0.6%,0.2%,0.5%,0.1%,0.1%,0.0%,5.8%,2.5%,0.0%,0.0%,2.5%,0.0%,0.0%,0.0%,0.0%,97.5%,89.2%,10.8%,5.6%,5.2%
5266,Antioquia,Envigado,239626,119459,120167,Centro Democrático,106856,8640,5530,49005,7684,142,13947,457,1527,6442,3072,841,365,1209,1001,133,71,6790,Voto en Blanco ,2888,9,80,31,31,6,160,55,2516,109744,9715,6389,3326,49.9%,50.1%,89.4%,8.1%,5.2%,45.9%,7.2%,0.1%,13.1%,0.4%,1.4%,6.0%,2.9%,0.8%,0.3%,1.1%,0.9%,0.1%,0.1%,6.4%,2.4%,0.3%,2.8%,1.1%,1.1%,0.2%,5.5%,1.9%,87.1%,91.9%,8.1%,5.3%,2.8%
5282,Antioquia,Fredonia,18300,6565,11735,Partido Liberal,5403,138,243,1179,780,17,1689,47,24,181,780,9,19,35,21,1,3,237,Voto en Blanco ,159,0,4,2,0,0,19,1,133,5562,1003,388,615,35.9%,64.1%,82.3%,2.6%,4.5%,21.8%,14.4%,0.3%,31.3%,0.9%,0.4%,3.3%,14.4%,0.2%,0.4%,0.6%,0.4%,0.0%,0.1%,4.4%,2.4%,0.0%,2.5%,1.3%,0.0%,0.0%,11.9%,0.6%,83.6%,84.7%,15.3%,5.9%,9.4%
5284,Antioquia,Frontino,17149,4970,12179,Partido Liberal,3963,109,170,669,712,68,1673,22,11,67,252,5,14,10,6,2,3,170,Voto en Blanco ,87,0,12,9,0,0,1,0,65,4050,920,297,623,29.0%,71.0%,79.7%,2.8%,4.3%,16.9%,18.0%,1.7%,42.2%,0.6%,0.3%,1.7%,6.4%,0.1%,0.4%,0.3%,0.2%,0.1%,0.1%,4.3%,1.8%,0.0%,13.8%,10.3%,0.0%,0.0%,1.1%,0.0%,74.7%,81.5%,18.5%,6.0%,12.5%
5306,Antioquia,Giraldo,4150,2330,1820,Partido Conservador,2017,33,16,180,828,1,782,18,11,39,43,2,10,10,5,0,4,35,Voto en Blanco ,6,0,0,0,0,0,0,0,6,2023,307,117,190,56.1%,43.9%,86.6%,1.6%,0.8%,8.9%,41.1%,0.0%,38.8%,0.9%,0.5%,1.9%,2.1%,0.1%,0.5%,0.5%,0.2%,0.0%,0.2%,1.7%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,86.8%,13.2%,5.0%,8.2%
5308,Antioquia,Girardota,49601,21692,27909,Partido de la U,18042,832,724,3439,3004,31,2263,84,228,1118,4270,122,97,179,262,11,16,1362,Voto en Blanco ,701,1,13,9,4,0,28,6,640,18743,2949,1915,1034,43.7%,56.3%,83.2%,4.6%,4.0%,19.1%,16.7%,0.2%,12.5%,0.5%,1.3%,6.2%,23.7%,0.7%,0.5%,1.0%,1.5%,0.1%,0.1%,7.5%,3.2%,0.1%,1.9%,1.3%,0.6%,0.0%,4.0%,0.9%,91.3%,86.4%,13.6%,8.8%,4.8%
5310,Antioquia,Gómez Plata,8520,3352,5168,Partido Conservador,2709,99,141,601,961,2,495,2,10,39,231,4,6,12,13,1,1,91,Voto en Blanco ,53,0,0,0,0,1,1,0,51,2762,590,231,359,39.3%,60.7%,80.8%,3.7%,5.2%,22.2%,35.5%,0.1%,18.3%,0.1%,0.4%,1.4%,8.5%,0.1%,0.2%,0.4%,0.5%,0.0%,0.0%,3.4%,1.6%,0.0%,0.0%,0.0%,0.0%,1.9%,1.9%,0.0%,96.2%,82.4%,17.6%,6.9%,10.7%
5313,Antioquia,Granada,10330,4055,6275,Partido Conservador,3288,88,82,906,1122,8,153,20,21,102,63,579,12,27,3,4,2,96,Voto en Blanco ,47,0,3,0,0,1,1,2,40,3335,720,237,483,39.3%,60.7%,81.1%,2.7%,2.5%,27.6%,34.1%,0.2%,4.7%,0.6%,0.6%,3.1%,1.9%,17.6%,0.4%,0.8%,0.1%,0.1%,0.1%,2.9%,1.2%,0.0%,6.4%,0.0%,0.0%,2.1%,2.1%,4.3%,85.1%,82.2%,17.8%,5.8%,11.9%
5315,Antioquia,Guadalupe,5767,2022,3745,Partido Conservador,1639,27,16,104,714,11,628,14,13,26,10,3,0,9,8,0,0,56,Voto en Blanco ,18,0,0,1,0,0,0,0,17,1657,365,107,258,35.1%,64.9%,81.1%,1.6%,1.0%,6.3%,43.6%,0.7%,38.3%,0.9%,0.8%,1.6%,0.6%,0.2%,0.0%,0.5%,0.5%,0.0%,0.0%,3.4%,0.9%,0.0%,0.0%,5.6%,0.0%,0.0%,0.0%,0.0%,94.4%,81.9%,18.1%,5.3%,12.8%
5318,Antioquia,Guarne,33530,18029,15501,Centro Democrático,15008,762,545,4783,3056,18,780,70,114,732,2098,423,95,174,355,18,19,966,Voto en Blanco ,499,0,23,12,2,0,30,3,429,15507,2522,1421,1101,53.8%,46.2%,83.2%,5.1%,3.6%,31.9%,20.4%,0.1%,5.2%,0.5%,0.8%,4.9%,14.0%,2.8%,0.6%,1.2%,2.4%,0.1%,0.1%,6.4%,2.8%,0.0%,4.6%,2.4%,0.4%,0.0%,6.0%,0.6%,86.0%,86.0%,14.0%,7.9%,6.1%
5321,Antioquia,Guatapé,6784,3892,2892,Partido de la U,3461,127,74,971,564,9,231,15,13,131,1015,49,34,42,50,9,2,125,Voto en Blanco ,65,0,2,4,2,1,5,1,50,3526,366,179,187,57.4%,42.6%,88.9%,3.7%,2.1%,28.1%,16.3%,0.3%,6.7%,0.4%,0.4%,3.8%,29.3%,1.4%,1.0%,1.2%,1.4%,0.3%,0.1%,3.6%,1.7%,0.0%,3.1%,6.2%,3.1%,1.5%,7.7%,1.5%,76.9%,90.6%,9.4%,4.6%,4.8%
5347,Antioquia,Heliconia,6156,2600,3556,Partido Conservador,2147,40,47,246,1075,0,550,15,9,34,60,2,5,11,5,0,5,43,Voto en Blanco ,21,0,0,0,0,0,1,0,20,2168,432,171,261,42.2%,57.8%,82.6%,1.9%,2.2%,11.5%,50.1%,0.0%,25.6%,0.7%,0.4%,1.6%,2.8%,0.1%,0.2%,0.5%,0.2%,0.0%,0.2%,2.0%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,4.8%,0.0%,95.2%,83.4%,16.6%,6.6%,10.0%
5353,Antioquia,Hispania,5405,2201,3204,Partido Liberal,1887,42,29,223,607,3,708,9,0,33,167,4,14,6,8,0,0,34,Voto en Blanco ,18,0,2,0,0,1,1,0,14,1905,296,111,185,40.7%,59.3%,85.7%,2.2%,1.5%,11.8%,32.2%,0.2%,37.5%,0.5%,0.0%,1.7%,8.9%,0.2%,0.7%,0.3%,0.4%,0.0%,0.0%,1.8%,0.8%,0.0%,11.1%,0.0%,0.0%,5.6%,5.6%,0.0%,77.8%,86.6%,13.4%,5.0%,8.4%
5360,Antioquia,Itagüí,251747,111915,139832,Partido Conservador,95693,5258,3671,28520,30352,169,5859,587,2647,4613,3424,668,374,1636,1432,91,68,6324,Voto en Blanco ,3386,3,85,41,19,11,442,35,2750,99079,12836,8587,4249,44.5%,55.5%,85.5%,5.5%,3.8%,29.8%,31.7%,0.2%,6.1%,0.6%,2.8%,4.8%,3.6%,0.7%,0.4%,1.7%,1.5%,0.1%,0.1%,6.6%,3.0%,0.1%,2.5%,1.2%,0.6%,0.3%,13.1%,1.0%,81.2%,88.5%,11.5%,7.7%,3.8%
5361,Antioquia,Ituango,17950,3967,13983,Partido Liberal,2822,114,91,289,674,120,701,8,16,173,372,12,8,26,28,9,4,177,Voto en Blanco ,88,0,7,1,0,0,0,1,79,2910,1057,259,798,22.1%,77.9%,71.1%,4.0%,3.2%,10.2%,23.9%,4.3%,24.8%,0.3%,0.6%,6.1%,13.2%,0.4%,0.3%,0.9%,1.0%,0.3%,0.1%,6.3%,2.2%,0.0%,8.0%,1.1%,0.0%,0.0%,0.0%,1.1%,89.8%,73.4%,26.6%,6.5%,20.1%
5364,Antioquia,Jardín,12348,5531,6817,Centro Democrático,4487,224,407,1583,1252,3,121,23,13,237,316,34,13,23,14,3,7,214,Voto en Blanco ,165,1,52,3,0,1,7,0,101,4652,879,352,527,44.8%,55.2%,81.1%,5.0%,9.1%,35.3%,27.9%,0.1%,2.7%,0.5%,0.3%,5.3%,7.0%,0.8%,0.3%,0.5%,0.3%,0.1%,0.2%,4.8%,3.0%,0.6%,31.5%,1.8%,0.0%,0.6%,4.2%,0.0%,61.2%,84.1%,15.9%,6.4%,9.5%
5368,Antioquia,Jericó,11131,4927,6204,Centro Democrático,4229,118,185,1399,482,6,1203,21,32,69,494,30,12,12,34,1,8,123,Voto en Blanco ,78,0,2,2,0,1,1,0,72,4307,620,275,345,44.3%,55.7%,85.8%,2.8%,4.4%,33.1%,11.4%,0.1%,28.4%,0.5%,0.8%,1.6%,11.7%,0.7%,0.3%,0.3%,0.8%,0.0%,0.2%,2.9%,1.6%,0.0%,2.6%,2.6%,0.0%,1.3%,1.3%,0.0%,92.3%,87.4%,12.6%,5.6%,7.0%
5376,Antioquia,La Ceja,46230,24647,21583,Centro Democrático,20107,1625,1090,8541,1839,35,1408,120,188,1025,1828,308,77,174,209,27,15,1598,Voto en Blanco ,932,1,8,28,9,1,92,9,784,21039,3608,2126,1482,53.3%,46.7%,81.6%,8.1%,5.4%,42.5%,9.1%,0.2%,7.0%,0.6%,0.9%,5.1%,9.1%,1.5%,0.4%,0.9%,1.0%,0.1%,0.1%,7.9%,3.8%,0.1%,0.9%,3.0%,1.0%,0.1%,9.9%,1.0%,84.1%,85.4%,14.6%,8.6%,6.0%
5380,Antioquia,La Estrella,56629,27915,28714,Partido Liberal,23831,1214,740,5183,1941,43,10154,145,371,1077,512,178,94,328,277,28,5,1541,Voto en Blanco ,877,2,16,109,5,4,76,2,663,24708,3207,1798,1409,49.3%,50.7%,85.4%,5.1%,3.1%,21.7%,8.1%,0.2%,42.6%,0.6%,1.6%,4.5%,2.1%,0.7%,0.4%,1.4%,1.2%,0.1%,0.0%,6.5%,3.1%,0.2%,1.8%,12.4%,0.6%,0.5%,8.7%,0.2%,75.6%,88.5%,11.5%,6.4%,5.0%
5390,Antioquia,La Pintada,6869,2741,4128,Centro Democrático,2327,127,60,874,377,1,679,21,12,33,72,0,1,4,26,0,3,37,Voto en Blanco ,17,0,0,0,0,0,0,0,17,2344,397,168,229,39.9%,60.1%,84.9%,5.5%,2.6%,37.6%,16.2%,0.0%,29.2%,0.9%,0.5%,1.4%,3.1%,0.0%,0.0%,0.2%,1.1%,0.0%,0.1%,1.6%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,85.5%,14.5%,6.1%,8.4%
5400,Antioquia,La Unión,16829,8358,8471,Centro Democrático,7026,672,1093,2079,344,5,1691,50,40,248,334,54,27,52,28,5,10,294,Voto en Blanco ,184,0,1,2,0,0,33,0,148,7210,1148,547,601,49.7%,50.3%,84.1%,9.6%,15.6%,29.6%,4.9%,0.1%,24.1%,0.7%,0.6%,3.5%,4.8%,0.8%,0.4%,0.7%,0.4%,0.1%,0.1%,4.2%,2.2%,0.0%,0.5%,1.1%,0.0%,0.0%,17.9%,0.0%,80.4%,86.3%,13.7%,6.5%,7.2%
5411,Antioquia,Liborina,9305,3905,5400,Partido Conservador,3250,79,195,904,1550,3,129,13,5,108,138,2,11,18,5,1,4,85,Voto en Blanco ,28,0,0,0,0,0,0,0,28,3278,627,213,414,42.0%,58.0%,83.2%,2.4%,6.0%,27.8%,47.7%,0.1%,4.0%,0.4%,0.2%,3.3%,4.2%,0.1%,0.3%,0.6%,0.2%,0.0%,0.1%,2.6%,0.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,83.9%,16.1%,5.5%,10.6%
5425,Antioquia,Maceo,7679,3126,4553,Partido Conservador,2616,51,556,376,702,3,320,27,8,35,57,7,395,5,12,1,1,60,Voto en Blanco ,33,1,1,0,0,0,0,1,30,2649,477,158,319,40.7%,59.3%,83.7%,1.9%,21.3%,14.4%,26.8%,0.1%,12.2%,1.0%,0.3%,1.3%,2.2%,0.3%,15.1%,0.2%,0.5%,0.0%,0.0%,2.3%,1.1%,3.0%,3.0%,0.0%,0.0%,0.0%,0.0%,3.0%,90.9%,84.7%,15.3%,5.1%,10.2%
5440,Antioquia,Marinilla,39861,20215,19646,Centro Democrático,17067,875,596,6631,1677,50,1480,277,265,971,2239,507,88,348,106,8,17,932,Voto en Blanco ,581,4,26,63,3,1,50,5,429,17648,2567,1333,1234,50.7%,49.3%,84.4%,5.1%,3.5%,38.9%,9.8%,0.3%,8.7%,1.6%,1.6%,5.7%,13.1%,3.0%,0.5%,2.0%,0.6%,0.0%,0.1%,5.5%,2.9%,0.7%,4.5%,10.8%,0.5%,0.2%,8.6%,0.9%,73.8%,87.3%,12.7%,6.6%,6.1%
5467,Antioquia,Montebello,6170,2357,3813,Partido Liberal,1908,48,29,491,341,0,776,9,7,25,92,1,5,6,1,1,5,71,Voto en Blanco ,22,0,0,0,0,0,1,0,21,1930,427,123,304,38.2%,61.8%,81.0%,2.5%,1.5%,25.7%,17.9%,0.0%,40.7%,0.5%,0.4%,1.3%,4.8%,0.1%,0.3%,0.3%,0.1%,0.1%,0.3%,3.7%,0.9%,0.0%,0.0%,0.0%,0.0%,0.0%,4.5%,0.0%,95.5%,81.9%,18.1%,5.2%,12.9%
5475,Antioquia,Murindó,2856,1124,1732,Partido Liberal,716,33,117,12,37,86,169,2,45,67,115,1,4,2,0,1,0,25,MAIS,30,0,21,2,0,0,1,0,6,746,378,47,331,39.4%,60.6%,63.7%,4.6%,16.3%,1.7%,5.2%,12.0%,23.6%,0.3%,6.3%,9.4%,16.1%,0.1%,0.6%,0.3%,0.0%,0.1%,0.0%,3.5%,2.7%,0.0%,70.0%,6.7%,0.0%,0.0%,3.3%,0.0%,20.0%,66.4%,33.6%,4.2%,29.4%
5480,Antioquia,Mutatá,9789,3103,6686,Partido Liberal,2477,67,443,267,136,149,880,25,140,17,221,2,3,17,37,4,10,59,Voto en Blanco ,52,0,19,5,0,0,0,0,28,2529,574,138,436,31.7%,68.3%,79.8%,2.7%,17.9%,10.8%,5.5%,6.0%,35.5%,1.0%,5.7%,0.7%,8.9%,0.1%,0.1%,0.7%,1.5%,0.2%,0.4%,2.4%,1.7%,0.0%,36.5%,9.6%,0.0%,0.0%,0.0%,0.0%,53.8%,81.5%,18.5%,4.4%,14.1%
5483,Antioquia,Nariño,9109,3377,5732,Centro Democrático,2766,53,59,1359,719,2,84,27,28,19,359,1,8,0,2,0,6,40,Voto en Blanco ,11,0,0,2,0,0,0,0,9,2777,600,200,400,37.1%,62.9%,81.9%,1.9%,2.1%,49.1%,26.0%,0.1%,3.0%,1.0%,1.0%,0.7%,13.0%,0.0%,0.3%,0.0%,0.1%,0.0%,0.2%,1.4%,0.3%,0.0%,0.0%,18.2%,0.0%,0.0%,0.0%,0.0%,81.8%,82.2%,17.8%,5.9%,11.8%
5490,Antioquia,Necoclí,33501,13770,19731,Partido de la U,10692,293,775,811,2086,8,1747,308,645,152,3336,8,18,173,102,5,59,166,AICO,465,1,27,343,0,1,21,2,70,11157,2613,812,1801,41.1%,58.9%,77.6%,2.7%,7.2%,7.6%,19.5%,0.1%,16.3%,2.9%,6.0%,1.4%,31.2%,0.1%,0.2%,1.6%,1.0%,0.0%,0.6%,1.6%,3.4%,0.2%,5.8%,73.8%,0.0%,0.2%,4.5%,0.4%,15.1%,81.0%,19.0%,5.9%,13.1%
5495,Antioquia,Nechí,18390,6901,11489,Partido de la U,5759,152,337,633,819,4,1457,101,22,68,1767,7,29,19,276,7,10,51,Voto en Blanco ,47,0,2,15,0,1,4,0,25,5806,1095,346,749,37.5%,62.5%,83.5%,2.6%,5.9%,11.0%,14.2%,0.1%,25.3%,1.8%,0.4%,1.2%,30.7%,0.1%,0.5%,0.3%,4.8%,0.1%,0.2%,0.9%,0.7%,0.0%,4.3%,31.9%,0.0%,2.1%,8.5%,0.0%,53.2%,84.1%,15.9%,5.0%,10.9%
5501,Antioquia,Olaya,2801,1319,1482,Partido de la U,1175,37,13,154,102,0,77,4,8,10,730,0,2,1,5,0,3,29,Voto en Blanco ,11,0,0,1,0,0,0,0,10,1186,133,50,83,47.1%,52.9%,89.1%,3.1%,1.1%,13.1%,8.7%,0.0%,6.6%,0.3%,0.7%,0.9%,62.1%,0.0%,0.2%,0.1%,0.4%,0.0%,0.3%,2.5%,0.8%,0.0%,0.0%,9.1%,0.0%,0.0%,0.0%,0.0%,90.9%,89.9%,10.1%,3.8%,6.3%
5541,Antioquia,Peñol,16144,7092,9052,Partido Conservador,6142,284,361,1253,1278,8,960,74,15,204,1141,219,43,46,50,1,4,201,Voto en Blanco ,122,1,2,26,0,0,11,0,82,6264,828,336,492,43.9%,56.1%,86.6%,4.6%,5.9%,20.4%,20.8%,0.1%,15.6%,1.2%,0.2%,3.3%,18.6%,3.6%,0.7%,0.7%,0.8%,0.0%,0.1%,3.3%,1.7%,0.8%,1.6%,21.3%,0.0%,0.0%,9.0%,0.0%,67.2%,88.3%,11.7%,4.7%,6.9%
5543,Antioquia,Peque,6194,2468,3726,Partido Liberal,2066,494,102,198,59,14,1069,11,2,17,24,0,7,25,5,1,0,38,Voto en Blanco ,12,0,0,0,0,0,0,0,12,2078,390,106,284,39.8%,60.2%,83.7%,23.9%,4.9%,9.6%,2.9%,0.7%,51.7%,0.5%,0.1%,0.8%,1.2%,0.0%,0.3%,1.2%,0.2%,0.0%,0.0%,1.8%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,84.2%,15.8%,4.3%,11.5%
5576,Antioquia,Pueblorrico,7249,3028,4221,Partido de la U,2626,23,74,466,68,0,840,23,9,31,1021,6,8,6,7,0,3,41,Voto en Blanco ,25,0,5,0,0,0,0,1,19,2651,377,114,263,41.8%,58.2%,86.7%,0.9%,2.8%,17.7%,2.6%,0.0%,32.0%,0.9%,0.3%,1.2%,38.9%,0.2%,0.3%,0.2%,0.3%,0.0%,0.1%,1.6%,0.8%,0.0%,20.0%,0.0%,0.0%,0.0%,0.0%,4.0%,76.0%,87.5%,12.5%,3.8%,8.7%
5579,Antioquia,Puerto Berrío,34331,10958,23373,Centro Democrático,9092,386,1668,2265,1285,24,951,157,79,652,557,77,123,72,279,9,99,409,Voto en Blanco ,270,0,16,37,0,0,9,3,205,9362,1596,796,800,31.9%,68.1%,83.0%,4.2%,18.3%,24.9%,14.1%,0.3%,10.5%,1.7%,0.9%,7.2%,6.1%,0.8%,1.4%,0.8%,3.1%,0.1%,1.1%,4.5%,2.5%,0.0%,5.9%,13.7%,0.0%,0.0%,3.3%,1.1%,75.9%,85.4%,14.6%,7.3%,7.3%
5585,Antioquia,Puerto Nare,12044,5647,6397,Cambio Radical,4956,101,2089,360,396,0,1334,65,47,150,53,25,29,42,91,111,2,61,Voto en Blanco ,38,0,2,3,0,0,9,0,24,4994,653,263,390,46.9%,53.1%,87.8%,2.0%,42.2%,7.3%,8.0%,0.0%,26.9%,1.3%,0.9%,3.0%,1.1%,0.5%,0.6%,0.8%,1.8%,2.2%,0.0%,1.2%,0.7%,0.0%,5.3%,7.9%,0.0%,0.0%,23.7%,0.0%,63.2%,88.4%,11.6%,4.7%,6.9%
5591,Antioquia,Puerto Triunfo,13526,5925,7601,Partido Conservador,5173,153,651,1654,1660,1,512,96,40,62,56,34,17,29,71,7,3,127,Voto en Blanco ,50,0,1,0,1,0,0,0,48,5223,702,319,383,43.8%,56.2%,87.3%,3.0%,12.6%,32.0%,32.1%,0.0%,9.9%,1.9%,0.8%,1.2%,1.1%,0.7%,0.3%,0.6%,1.4%,0.1%,0.1%,2.5%,0.8%,0.0%,2.0%,0.0%,2.0%,0.0%,0.0%,0.0%,96.0%,88.2%,11.8%,5.4%,6.5%
5604,Antioquia,Remedios,17675,4264,13411,Cambio Radical,3281,233,625,275,614,24,583,41,27,351,86,18,13,27,171,3,7,183,Voto en Blanco ,126,0,2,3,1,0,4,1,115,3407,857,325,532,24.1%,75.9%,76.9%,7.1%,19.0%,8.4%,18.7%,0.7%,17.8%,1.2%,0.8%,10.7%,2.6%,0.5%,0.4%,0.8%,5.2%,0.1%,0.2%,5.6%,3.0%,0.0%,1.6%,2.4%,0.8%,0.0%,3.2%,0.8%,91.3%,79.9%,20.1%,7.6%,12.5%
5607,Antioquia,Retiro,15968,8899,7069,Centro Democrático,7878,380,1250,3599,780,11,542,39,52,268,400,79,12,48,117,4,2,295,Voto en Blanco ,144,0,6,3,2,0,11,0,122,8022,877,410,467,55.7%,44.3%,88.5%,4.8%,15.9%,45.7%,9.9%,0.1%,6.9%,0.5%,0.7%,3.4%,5.1%,1.0%,0.2%,0.6%,1.5%,0.1%,0.0%,3.7%,1.6%,0.0%,4.2%,2.1%,1.4%,0.0%,7.6%,0.0%,84.7%,90.1%,9.9%,4.6%,5.2%
5615,Antioquia,Rionegro,100297,54865,45432,Centro Democrático,45907,2576,2506,20221,4832,78,3125,487,977,2802,2460,658,140,610,807,42,52,3534,Voto en Blanco ,2026,9,108,195,9,5,79,16,1605,47933,6932,4339,2593,54.7%,45.3%,83.7%,5.6%,5.5%,44.0%,10.5%,0.2%,6.8%,1.1%,2.1%,6.1%,5.4%,1.4%,0.3%,1.3%,1.8%,0.1%,0.1%,7.7%,3.7%,0.4%,5.3%,9.6%,0.4%,0.2%,3.9%,0.8%,79.2%,87.4%,12.6%,7.9%,4.7%
5628,Antioquia,Sabanalarga,7224,3039,4185,Partido Conservador,2566,35,28,340,1778,2,248,17,3,26,17,1,9,7,5,1,3,46,Voto en Blanco ,20,0,6,1,1,0,1,0,11,2586,453,165,288,42.1%,57.9%,84.4%,1.4%,1.1%,13.3%,69.3%,0.1%,9.7%,0.7%,0.1%,1.0%,0.7%,0.0%,0.4%,0.3%,0.2%,0.0%,0.1%,1.8%,0.7%,0.0%,30.0%,5.0%,5.0%,0.0%,5.0%,0.0%,55.0%,85.1%,14.9%,5.4%,9.5%
5631,Antioquia,Sabaneta,67117,38307,28810,Centro Democrático,34634,2480,4109,14228,3006,51,4485,180,456,1952,791,250,88,439,325,30,19,1745,Voto en Blanco ,715,2,27,12,8,3,46,14,603,35349,2958,1948,1010,57.1%,42.9%,90.4%,7.2%,11.9%,41.1%,8.7%,0.1%,12.9%,0.5%,1.3%,5.6%,2.3%,0.7%,0.3%,1.3%,0.9%,0.1%,0.1%,5.0%,1.9%,0.3%,3.8%,1.7%,1.1%,0.4%,6.4%,2.0%,84.3%,92.3%,7.7%,5.1%,2.6%
5642,Antioquia,Salgar,13580,4199,9381,Centro Democrático,3340,98,327,1657,181,0,715,19,47,68,96,14,10,5,31,4,1,67,Voto en Blanco ,40,0,2,0,0,0,0,0,38,3380,819,261,558,30.9%,69.1%,79.5%,2.9%,9.8%,49.6%,5.4%,0.0%,21.4%,0.6%,1.4%,2.0%,2.9%,0.4%,0.3%,0.1%,0.9%,0.1%,0.0%,2.0%,1.0%,0.0%,5.0%,0.0%,0.0%,0.0%,0.0%,0.0%,95.0%,80.5%,19.5%,6.2%,13.3%
5647,Antioquia,San Andrés de Cuerquía,5311,1930,3381,Centro Democrático,1434,47,87,373,366,3,164,20,7,22,236,2,10,9,1,0,1,86,Voto en Blanco ,29,0,1,0,0,0,3,0,25,1463,467,128,339,36.3%,63.7%,74.3%,3.3%,6.1%,26.0%,25.5%,0.2%,11.4%,1.4%,0.5%,1.5%,16.5%,0.1%,0.7%,0.6%,0.1%,0.0%,0.1%,6.0%,1.5%,0.0%,3.4%,0.0%,0.0%,0.0%,10.3%,0.0%,86.2%,75.8%,24.2%,6.6%,17.6%
5649,Antioquia,San Carlos,14159,5979,8180,Partido Conservador,4895,399,133,1086,2250,5,282,50,49,94,226,87,29,61,19,3,3,119,Voto en Blanco ,65,0,0,3,0,0,5,1,56,4960,1019,359,660,42.2%,57.8%,81.9%,8.2%,2.7%,22.2%,46.0%,0.1%,5.8%,1.0%,1.0%,1.9%,4.6%,1.8%,0.6%,1.2%,0.4%,0.1%,0.1%,2.4%,1.1%,0.0%,0.0%,4.6%,0.0%,0.0%,7.7%,1.5%,86.2%,83.0%,17.0%,6.0%,11.0%
5652,Antioquia,San Francisco,6170,2321,3849,Partido Conservador,1903,36,130,165,894,1,369,22,8,77,137,18,8,7,5,0,1,25,Voto en Blanco ,7,0,1,0,0,0,0,0,6,1910,411,148,263,37.6%,62.4%,82.0%,1.9%,6.8%,8.7%,47.0%,0.1%,19.4%,1.2%,0.4%,4.0%,7.2%,0.9%,0.4%,0.4%,0.3%,0.0%,0.1%,1.3%,0.3%,0.0%,14.3%,0.0%,0.0%,0.0%,0.0%,0.0%,85.7%,82.3%,17.7%,6.4%,11.3%
5656,Antioquia,San Jerónimo,12246,5361,6885,Centro Democrático,4676,98,153,1784,383,2,1543,24,176,79,240,14,26,16,12,1,2,123,Voto en Blanco ,64,0,1,0,0,0,3,1,59,4740,621,300,321,43.8%,56.2%,87.2%,2.1%,3.3%,38.2%,8.2%,0.0%,33.0%,0.5%,3.8%,1.7%,5.1%,0.3%,0.6%,0.3%,0.3%,0.0%,0.0%,2.6%,1.2%,0.0%,1.6%,0.0%,0.0%,0.0%,4.7%,1.6%,92.2%,88.4%,11.6%,5.6%,6.0%
5658,Antioquia,San José de La Montaña,3198,1190,2008,Partido de la U,976,32,13,285,118,1,115,7,10,29,301,0,2,8,2,0,0,53,Voto en Blanco ,21,0,0,0,0,0,0,0,21,997,193,86,107,37.2%,62.8%,82.0%,3.3%,1.3%,29.2%,12.1%,0.1%,11.8%,0.7%,1.0%,3.0%,30.8%,0.0%,0.2%,0.8%,0.2%,0.0%,0.0%,5.4%,1.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,83.8%,16.2%,7.2%,9.0%
